ID,Name,CAS Number,Standard_Smiles,Type,Total weight /kg,Piece weight /mg,Content(%),Part,Family,Specie,Reference,DOI,ContentID
TPCN03078,Takaonine,'71264-39-6',CCN1CC2(COC)C=CC(O)C34C5CC6C(=O)C5C(O)(CC6OC)C(O)(C(OC)C23)C14,Diterpenoids,6.5,5.0,7.7e-05,Roots,Ranunculaceae,Aconitum duclouxii,"Nat Prod Res 28, 1649-1654 (2014).",10.1080/14786419.2014.927463,DP01019
TPCN03079,Phlogacanthoside C,'828938-79-0',COc1cc(C(=O)OC2C(OCC3(C)CCCC4(C)C5=C(CCC34)C(O)C3=C(C)C(=O)OC3C5)OC(CO)C(O)C2O)cc(OC)c1O,Diterpenoids,6.5,5.0,7.7e-05,Roots,Acanthaceae,Phlogacanthus curviflorus,"J Nat Prod 68, 86-89 (2005).",10.1021/np0497999,DP01020
TPCN03080,Noralpindenoside B,'1169760-96-6',C=C(C)C1CC2C(CCC3C(C)(C)C(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)CCC23C)C1O,Diterpenoids,18.0,13.5,7.5e-05,Aerial parts,Zingiberaceae,Alpinia shimadae,"J Nat Prod 72, 1097-1101 (2009).",10.1021/np900019n,DP01021
TPCN03081,"(1aR,1bS,4aR,7aS,7bS,8R,9R,9aS)-9a-(Acetyloxy)-1a,1b,4,4a,5,7a,7b,8,9,9a-decahydro-4a,7b-dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1H-cyclopropa[3,4]benz[1,2-e]azulen-9-yl (2E,4E)-2,4-decadienoate",'1366053-73-7',CCCCCC=CC=CC(=O)OC1C(C)C2(O)C(C=C(CO)CC3(O)C(=O)C(C)=CC32)C2C(C)(C)C12OC(C)=O,Diterpenoids,9.3,7.0,7.5e-05,Buds,Thymelaeaceae,Daphne genkwa,"J Asian Nat Prod Res 15, 502-506 (2013).",10.1080/10286020.2013.786703,DP01022
TPCN03082,Pierisformosides E,'308335-50-4',C=C1C2CCC3CC2(CC3(C)OC2OC(CO)C(O)C(O)C2O)CC2(O)C(=O)C(C)(C)C(O)CC12,Diterpenoids,20.0,15.0,7.5e-05,Leaves,Ericaceae,Pieris formosa,"Phytochemistry 54, 847-852 (2000).",10.1016/s0031-9422(00)00054-6,DP01023
TPCN03083,Pierisformosides I,'403982-56-9',C=C1C2=C(C(OCC)CC34CC(CCC13)C(C)(O)C4)C(C)(C)C(OC1OC(CO)C(O)C(O)C1O)C2,Diterpenoids,20.0,15.0,7.5e-05,Leaves,Ericaceae,Pieris formosa,"Fitoterapia 72, 779-787 (2001).",10.1016/s0367-326x(01)00333-1,DP01024
TPCN03084,Lathyranone A,'947730-42-9',C=C1C(OC(=O)c2ccccc2)CC2C(C=C(C)C3(O)CC(C)C(OC(=O)c4ccccc4)C(C3=O)C1OC(C)=O)C2(C)C,Diterpenoids,20.0,15.0,7.5e-05,Seeds,Euphorbiaceae,Euphorbia lathyris,"Org Lett 9, 3453-3455 (2007).",10.1021/ol701501p,DP01025
TPCN03085,Crotocascarins O,'2247529-70-8',C=C1C(O)CC2(O)OC(=O)C(C)=C2C2C1C13OC1(CC(C)C3OC(=O)C(C)CC)C(O)C2(C)O,Diterpenoids,14.5,10.8,7.4e-05,Stems,Euphorbiaceae,Croton cascarilloides,"Chem Pharm Bull (Tokyo) 64, 1492-1498 (2016).",10.1248/cpb.c16-00500,DP01026
TPCN03086,"2-isopropyl-8,8-dimethyl-7,8-dihydrophenanthrene-1,4,5(6H)-trione",'22521-10-4',CC(C)C1=CC(=O)c2c(ccc3c2C(=O)CCC3(C)C)C1=O,Diterpenoids,8.8,6.3,7.2e-05,Whole plants,Lamiaceae,Salvia leriifolia,"Nat Prod Res 30, 1511-1516 (2016).",10.1080/14786419.2015.1115997,DP01027
TPCN03087,Tasumatrol U,'1013025-31-4',CC1=C2C3(O)C(=O)OC(C)(C)C2(CC1)C(O)C1C(O)(CO)C(OC(=O)c2ccccc2)CC(O)C13C,Diterpenoids,15.5,11.0,7.1e-05,Aerial parts,Taxaceae,Taxus sumatrana,"J Nat Prod 71, 576-580 (2008).",10.1021/np078016r,DP01028
TPCN03088,"3H-Phenanthro[10,1-bc]furan, 8-ethenyl-2,3a,4,5a,6,6a,7,8,9,10,10a,10c-dodecahydro-3a,8,10a-trimethyl-, (3aS,5aR,6aS,8R,10aR,10cR)-",'1642138-39-3',C=CC1(C)CCC2(C)C3=CCCC4(C)COC(CC2C1)C34,Diterpenoids,14.0,10.0,7.1e-05,Whole plants,Lamiaceae,Phlomidoschema parviflorum,"Nat Prod Res 29, 813-819 (2015).",10.1080/14786419.2014.987775,DP01029
TPCN03089,Clinopoditerpene C,'1883299-21-5',CC(CO)c1cc2c(c(O)c1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C1(C)CCC(O)C(C)(C)C1CC2,Diterpenoids,15.0,10.6,7.1e-05,Aerial parts,Lamiaceae,Clinopodium chinense,"Nat Prod Res 30, 1075-1080 (2016).",10.1080/14786419.2015.1107061,DP01030
TPCN03090,Pharboside A,'1152595-54-4',C=C1CC23CC1CCC2C1(C)CCCC(C)(C(=O)OC2OC(CO)C(O)C(O)C2O)C1CC3O,Diterpenoids,10.0,7.0,7e-05,Seeds,Convolvulaceae,Pharbitis nil,"J Nat Prod 72, 1121-1127 (2009).",10.1021/np900101t,DP01031
TPCN03091,Pharboside F,'1152595-68-0',CC1(C(=O)O)CCCC2(C)C1C(O)C(O)C13CC(CCC21)C(CO)(OC1OC(CO)C(O)C(O)C1O)C3,Diterpenoids,10.0,7.0,7e-05,Seeds,Convolvulaceae,Pharbitis nil,"J Nat Prod 72, 1121-1127 (2009).",10.1021/np900101t,DP01032
TPCN03092,Pierisjaponosides A,'2695532-51-3',CC1(O)CC23CC1CCC21OC2(C(O)C3)C(CC(OC3OC(CO)C(O)C(O)C3O)C2(C)C)C1(C)O,Diterpenoids,37.0,26.0,7e-05,Leaves,Ericaceae,Pieris japonica,"Phytochemistry 171, 112234 (2020).",10.1016/j.phytochem.2019.112234,DP01033
TPCN03093,Pierisjaponosides F,'2695533-00-5',C=C1C2=C(C(O)CC34CC(CCC13)C(C)(O)C4)C(C)(C)C(OC1OC(CO)C(O)C(O)C1O)C2O,Diterpenoids,37.0,25.8,7e-05,Leaves,Ericaceae,Pieris japonica,"Phytochemistry 171, 112234 (2020).",10.1016/j.phytochem.2019.112234,DP01035
TPCN03094,Enanderianins N,'748783-50-8',C=C1C2CCC3C45COC(O)(CC4C(C)(C)CCC5OC(C)=O)C3(C1O)C2O,Diterpenoids,20.0,14.0,7e-05,Aerial parts,Lamiaceae,Isodon henryi,"Nat Prod Res, 1-7 (2019).",10.1080/14786419.2019.1675067,DP01037
TPCN03095,Microtropiosides D,'1227698-65-8',CC1(C(O)COC2OC(CO)C(O)C(O)C2O)CCC2C(C)(CCC3C(C)(C)C(OC4OC(CO)C(O)C(O)C4O)CCC23C)O1,Diterpenoids,3.25,2.2,6.8e-05,Leaves,Celastraceae,Microtropis japonica,"Phytochemistry 71, 675-681 (2010).",10.1016/j.phytochem.2010.01.004,DP01038
TPCN03096,Excisanin H,'675606-07-2',C=C1C(=O)C23C(O)CC4C(C)(C)CCC(O)C45COC2(O)C1CCC53,Diterpenoids,3.0,2.0,6.7e-05,Aerial parts,Lamiaceae,Isodon excisus,"J Nat Prod 67, 373-376 (2004).",10.1021/np030357r,DP01039
TPCN03097,Rabdosichuanin C,'20086-64-0',CC1C(=O)C23CC1CC(O)C2C12COC(O)C1C(C)(C)CCC2OC3=O,Diterpenoids,20.0,13.0,6.5e-05,Aerial parts,Lamiaceae,Isodon henryi,"Nat Prod Res, 1-7 (2019).",10.1080/14786419.2019.1675067,DP01040
TPCN03098,Orychoside B,'2230669-35-7',C=C1CC23CC1(OC1OC(CO)C(O)C(O)C1O)CCC2C1(C)CCCC(C)(C(=O)O)C1C(O)C3O,Diterpenoids,40.0,26.0,6.5e-05,Seeds,Brassicaceae,Orychophragmus violaceus,"Nat Prod Res 33, 407-413 (2019).",10.1080/14786419.2018.1455044,DP01041
TPCN03099,Anthriscifoltine D,'2292181-96-3',CCN1CC2CCC(OC)C34C2C(OC(C)=O)C2(OCOC25CC(OC)C2CC3(O)C5C2OC(=O)c2ccccc2)C14,Diterpenoids,21.5,14.0,6.5e-05,Whole plants,Ranunculaceae,Delphinium anthriscifolium,"J Asian Nat Prod Res 20, 423-430 (2018).",10.1080/10286020.2017.1335309,DP01042
TPCN03100,Tanguticulina E,'2353515-78-1',C=C1CC23CC4(O)C5C6(C)CN4C4C2C(=O)C1CC3C45CC(O)C6O,Diterpenoids,25.0,16.2,6.5e-05,Whole plants,Ranunculaceae,Aconitum tanguticum,"Phytochemistry 160, 71-77 (2019).",10.1016/j.phytochem.2018.11.008,DP01043
TPCN03101,Pierisformosides C,'308335-46-8',C=C1C2=C(C=CC34CC(CCC13)C(C)(O)C4)C(C)(C)C(OC1OC(CO)C(O)C(O)C1O)C2,Diterpenoids,20.0,13.0,6.5e-05,Leaves,Ericaceae,Pieris formosa,"Phytochemistry 54, 847-852 (2000).",10.1016/s0031-9422(00)00054-6,DP01044
TPCN03102,12alpha-(beta-d-glucopyranosyloxy)-7beta-hydroxykaurenolide,'2055620-92-1',C=C1CC23CC1C(OC1OC(CO)C(O)C(O)C1O)CC2C1(C)CCCC2(C)C(=O)OC(C21)C3O,Diterpenoids,20.0,12.83,6.4e-05,Seeds,Cucurbitaceae,Cucurbita pepo,"Fitoterapia 107, 69-76 (2015).",10.1016/j.fitote.2015.09.019,DP01045
TPCN03103,2-Deacetoxytinosinenoside D,'2095712-95-9',COc1cc(C=CC(=O)OC2CCC(O)C3C2CCC2(O)C(=O)OC(c4ccoc4)CC32C)ccc1OC1OC(CO)C(O)C(O)C1O,Diterpenoids,17.3,11.1,6.4e-05,Stems,Menispermaceae,Tinospora sinensis,"J Nat Prod 80, 975-982 (2017).",10.1021/acs.jnatprod.6b00976,DP01046
TPCN03104,Scutebarbatines I,'1039359-54-0',CCOC1CC2CC(C3(C)C(C)CC(OC(=O)c4cccnc4)C4(COC(C)=O)C3CCCC43CO3)OC2O1,Diterpenoids,30.0,19.0,6.3e-05,Whole plants,Araliaceae,Scutellaria barbata,"Chem Pharm Bull (Tokyo) 56, 207-209 (2008).",10.1248/cpb.56.207,DP01047
TPCN03105,Salvialeriicone,'1860825-91-7',CC(C)C1=CC2=C3C4=C(C(C)C)C(=O)C(O)=C5C4=C(OC3C3C(C)(C)CCCC3(C)C2=C(O)C1=O)C(=O)C1C(C)(C)CCCC51C,Diterpenoids,8.8,5.5,6.3e-05,Whole plants,Lamiaceae,Salvia leriifolia,"Nat Prod Res 30, 1511-1516 (2016).",10.1080/14786419.2015.1115997,DP01048
TPCN03106,Tricalysiamide B,'938050-30-7',CC12CCC3NC(=O)C=C3C1CCC13CC(CCC12)C(O)(CO)C3,Diterpenoids,17.1,10.4,6.1e-05,Woods,Rubiaceae,Tricalysia dubia,"J Nat Prod 70, 758-762 (2007).",10.1021/np0680681,DP01049
TPCN03107,Pharboside G,'1152595-71-5',C=C1CC23CC1CCC2C1(C)CCCC(C)(C(=O)OC2OC(CO)C(O)C(O)C2O)C1C3C=O,Diterpenoids,10.0,6.0,6e-05,Seeds,Convolvulaceae,Pharbitis nil,"J Nat Prod 72, 1121-1127 (2009).",10.1021/np900101t,DP01050
TPCN03108,"(3S,16R)-12,16-epoxy-3,6,11,14,17-pentahydroxy-17(15 --> 16)-abeo-5,8,11,13-abietatetraen-7-one",'1345675-08-2',CC12CCC(O)C(C)(C)C1=C(O)C(=O)c1c(O)c3c(c(O)c12)OC(CO)C3,Diterpenoids,11.6,7.0,6e-05,Stems,Lamiaceae,Clerodendrum kaichianum,"J Asian Nat Prod Res 13, 260-264 (2011).",10.1080/10286020.2010.550882,DP01051
TPCN03109,Vilmorrianines A,'1361-96-2',CCN1CC2(COC)C(O)CC(OC)C34C5CC6C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14,Diterpenoids,5.0,3.0,6e-05,Roots,Ranunculaceae,Aconitum hemsleyanum,"Nat Prod Res, 1-6 (2019).",10.1080/14786419.2018.1560292,DP01052
TPCN03110,Tanguticulina C,'2353515-76-9',C=C1CC23CC4C5C6(C)CC(OC(=O)C(C)CC)CC57C(C2C(OC(C)=O)C1C(O)C37O)N4C6,Diterpenoids,25.0,15.0,6e-05,Whole plants,Ranunculaceae,Aconitum tanguticum,"Phytochemistry 160, 71-77 (2019).",10.1016/j.phytochem.2018.11.008,DP01053
TPCN03111,Enmenol,'28957-06-4',C=C1C2CCC3C45COC(O)(C(O)C4C(C)(C)CCC5O)C3(C1O)C2O,Diterpenoids,20.0,12.0,6e-05,Aerial parts,Lamiaceae,Isodon henryi,"Nat Prod Res, 1-7 (2019).",10.1080/14786419.2019.1675067,DP01054
TPCN03112,Curcumanggoside,'862888-14-0',CC1(C)C(OC2OC(CO)C(O)C(O)C2O)CCC2(C)C3CC(C4=CCOC4=O)OC(O)C3CCC12,Diterpenoids,25.0,15.0,6e-05,Subterraneous stems,Zingiberaceae,Curcuma mangga,"J Nat Prod 68, 1090-1093 (2005).",10.1021/np0500171,DP01056
TPCN03113,"7beta,16beta,17-trihydroxy-ent-kauran-6alpha,19-olide",'90364-72-0',CC12CCCC3(C)C1C(OC2=O)C(O)C12CC(CCC31)C(O)(CO)C2,Diterpenoids,10.0,6.0,6e-05,Seeds,Convolvulaceae,Pharbitis nil,"J Nat Prod 72, 1121-1127 (2009).",10.1021/np900101t,DP01057
TPCN03114,12-O-neodecanoyl-7-oxo-5-ene-phorbol-13-acetate,'1566560-87-9',CCCCCCCCCC(=O)OC1C(C)C2(O)C(C(=O)C(CO)=CC3(O)C(=O)C(C)=CC32)C2C(C)(C)C12OC(C)=O,Diterpenoids,9.3,5.4,5.8e-05,Buds,Thymelaeaceae,Daphne genkwa,"J Asian Nat Prod Res 15, 502-506 (2013).",10.1080/10286020.2013.786703,DP01058
TPCN03115,Taxumairol K,'205577-58-8',CC(=O)OC1CC2(C(C)(C)O)C(=C1C)C(OC(C)=O)C(OC(=O)c1ccccc1)C1(C)C(OC(C)=O)CC3OCC3(OC(C)=O)C1C2OC(C)=O,Diterpenoids,60.0,35.0,5.8e-05,Roots,Taxaceae,Taxus mairei,"J Nat Prod 61, 838-840 (1998).",10.1021/np970573y,DP01059
TPCN03116,Swatinine B,'22413-78-1',CCN1CC2(COC(=O)c3ccccc3N)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,Diterpenoids,10.25,5.9,5.8e-05,Whole plants,Ranunculaceae,Aconitum kirinense,"Fitoterapia 141, 104477 (2020).",10.1016/j.fitote.2020.104477,DP01060
TPCN03117,Septentriodine,'69787-05-9',CCN1CC2(COC(=O)c3ccccc3N=C(O)CCC(=O)OC)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,Diterpenoids,10.25,5.9,5.8e-05,Whole plants,Ranunculaceae,Aconitum kirinense,"Fitoterapia 141, 104477 (2020).",10.1016/j.fitote.2020.104477,DP01061
TPCN03118,"8β,14α-Dibenzoyloxy-13β,15α-dihydroxy-1α,6α,16β,18-tetramethoxy-N-methylaconitane",'2357208-85-4',COCC12CCC(OC)C34C5CC6(O)C(OC)C(O)C(OC(=O)c7ccccc7)(C5C6OC(=O)c5ccccc5)C(C(OC)C13)C4N(C)C2,Diterpenoids,7.2,4.1,5.7e-05,Roots,Ranunculaceae,Aconitum carmichaelii,"J Nat Prod 82, 980-989 (2019).",10.1021/acs.jnatprod.8b01039,DP01062
TPCN03119,Nevadenine,'100458-94-4',CCN1C2OC3CCC2(COC)C2CC4C1C32C1CC2C(OC)CC4(O)C1C2O,Diterpenoids,3.582,2.0,5.6e-05,Subterraneous stems,Ranunculaceae,Aconitum japonicum,"J Nat Med 72, 230-237 (2018).",10.1007/s11418-017-1139-9,DP01063
TPCN03120,"(+)-8,11,13,15-abietatetraene",'103991-66-8',C=C(C)c1ccc2c(c1)CCC1C(C)(C)CCCC21C,Diterpenoids,5.0,2.8,5.6e-05,Fruits,Schisandraceae,Illicium angustisepalum,"J Nat Prod 66, 799-803 (2003).",10.1021/np0206110,DP01064
TPCN03121,Tanguticulina B,'2353515-75-8',C=C1CC23CC4C5C6(C)CC(OC(=O)C(C)CC)CC57C(C2C(O)C1C(O)C37O)N4C6,Diterpenoids,25.0,14.0,5.6e-05,Whole plants,Ranunculaceae,Aconitum tanguticum,"Phytochemistry 160, 71-77 (2019).",10.1016/j.phytochem.2018.11.008,DP01065
TPCN03122,"13β,15β,19α-Trihydroxyhetisane",'2357208-83-2',C=C1C2CC3C4(CC5C6C7(C)CCCC63C(C4C2O)N5C7O)C1O,Diterpenoids,7.2,4.0,5.6e-05,Roots,Ranunculaceae,Aconitum carmichaelii,"J Nat Prod 82, 980-989 (2019).",10.1021/acs.jnatprod.8b01039,DP01066
TPCN03123,Hiraldine H,'740816-10-8',CCC(C)C(=O)OC1C2CC3C1C(O)(CC2OC)C1(O)C(OC)C2C4(COC(=O)c5ccccc5NC(=O)C(C)CC(N)=O)CCC(OC)C32C1N(CC)C4,Diterpenoids,12.5,7.0,5.6e-05,Roots,Ranunculaceae,Delphinium giraldii,"Chem Pharm Bull (Tokyo) 52, 456-458 (2004).",10.1248/cpb.52.456,DP01067
TPCN03124,Lipoaconitine,'81941-14-2',CCCCCC=CCC=CCCCCCCCC(=O)OC12C(O)C(OC)C3(O)CC(C1C3OC(=O)c1ccccc1)C13C(OC)CC(O)C4(COC)CN(CC)C1C2C(OC)C43,Diterpenoids,3.582,2.0,5.6e-05,Subterraneous stems,Ranunculaceae,Aconitum japonicum,"J Nat Med 72, 230-237 (2018).",10.1007/s11418-017-1139-9,DP01068
TPCN03125,Vilmorines B,'1793063-29-2',COC1CC23C4CC5C6(C)C=NC4C5(C(OC)CC6)C24CC1C(=O)C34,Diterpenoids,5.5,3.0,5.5e-05,Roots,Ranunculaceae,Aconitum vilmorinianum,"Phytochemistry 116, 314-319 (2015).",10.1016/j.phytochem.2015.05.002,DP01069
TPCN03126,Vilmorines C,'1793063-30-5',COCC12C=NC3C4CC1C3(C(OC)CC2)C12CC3C(=O)C1C42CC3OC,Diterpenoids,5.5,3.0,5.5e-05,Roots,Ranunculaceae,Aconitum vilmorinianum,"Phytochemistry 116, 314-319 (2015).",10.1016/j.phytochem.2015.05.002,DP01070
TPCN03127,Crotocascarins P,'2247529-71-9',C=C1C(O)CC2OC(=O)C(C)=C2C2C1C13OC1(CC(C)C3OC(=O)C(C)CC)C(O)C2(C)O,Diterpenoids,14.5,8.0,5.5e-05,Stems,Euphorbiaceae,Croton cascarilloides,"Chem Pharm Bull (Tokyo) 64, 1492-1498 (2016).",10.1248/cpb.c16-00500,DP01071
TPCN03128,Epinodosinol,'27548-88-5',C=C1C2CC(O)C3C(C2)(C(=O)OC2CCC(C)(C)C4C(O)OCC243)C1O,Diterpenoids,20.0,11.0,5.5e-05,Aerial parts,Lamiaceae,Isodon henryi,"Nat Prod Res, 1-7 (2019).",10.1080/14786419.2019.1675067,DP01072
TPCN03129,Clinopoditerpenes D,'2377364-55-9',CC(C)c1cc2c(c(O)c1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C1(C)CCC(=O)C(C)(C)C1CC2,Diterpenoids,15.0,8.1,5.4e-05,Aerial parts,Lamiaceae,Clinopodium chinense,"Nat Prod Res, 1-9 (2019).",10.1080/14786419.2019.1611811,DP01073
TPCN03130,Tinosinenoside B,'2095787-63-4',CC12CCC3(O)C(=O)OC(c4ccoc4)CC3(C)C1C(OC1OC(CO)C(O)C(O)C1O)C=CC2=O,Diterpenoids,17.3,9.0,5.2e-05,Stems,Menispermaceae,Tinospora sinensis,"J Nat Prod 80, 975-982 (2017).",10.1021/acs.jnatprod.6b00976,DP01075
TPCN03131,Pierisformosides B,'308335-44-6',C=C1C2CCC3CC2(CCC2(O)C1CC(OC1OC(CO)C(O)C(O)C1O)C2(C)C)CC3(C)O,Diterpenoids,20.0,10.0,5e-05,Leaves,Ericaceae,Pieris formosa,"Phytochemistry 54, 847-852 (2000).",10.1016/s0031-9422(00)00054-6,DP01076
TPCN03132,Pierisformosides D,'308335-48-0',C=C1C2CCC3CC2(CC3(C)O)CC2(O)C(=O)C(C)(C)C(OC3OC(CO)C(O)C(O)C3O)CC12,Diterpenoids,20.0,10.0,5e-05,Leaves,Ericaceae,Pieris formosa,"Phytochemistry 54, 847-852 (2000).",10.1016/s0031-9422(00)00054-6,DP01077
TPCN03133,Pierisformosides F,'308335-52-6',C=C1C2CC(O)C(C)(C)C(=O)C2CC23CC(CCC12)C(C)(OC1OC(CO)C(O)C(O)C1O)C3,Diterpenoids,20.0,10.0,5e-05,Leaves,Ericaceae,Pieris formosa,"Phytochemistry 54, 847-852 (2000).",10.1016/s0031-9422(00)00054-6,DP01078
TPCN03134,"6beta,7beta,16alpha,17-tetrahydroxy-ent-kauranoic acid",'41703-54-2',CC1(C(=O)O)CCCC2(C)C1C(O)C(O)C13CC(CCC21)C(O)(CO)C3,Diterpenoids,10.0,5.0,5e-05,Seeds,Convolvulaceae,Pharbitis nil,"J Nat Prod 72, 1121-1127 (2009).",10.1021/np900101t,DP01080
TPCN03135,"1a,Lla,15b-triacetyl-6b,7b-dihydroxyl-7a,20-epoxy-kaur-16-en",'80138-69-8',C=C1C2CC(OC(C)=O)C3C45COC(O)(C(O)C4C(C)(C)CCC5OC(C)=O)C3(C2)C1OC(C)=O,Diterpenoids,20.0,10.0,5e-05,Aerial parts,Lamiaceae,Isodon henryi,"Nat Prod Res, 1-7 (2019).",10.1080/14786419.2019.1675067,DP01081
TPCN03136,Euphodendriane A,'157752-13-1',CC1=CC2C(C1=O)C(O)C(C)=CC1C3C(C)(C)C3(OC(=O)C(C)C)C(OC(=O)c3ccccc3)C(C)C21O,Diterpenoids,8.2,4.0,4.9e-05,Whole plants,Euphorbiaceae,Euphorbia dracunculoides,"Nat Prod Res 30, 1639-1645 (2016).",10.1080/14786419.2015.1129334,DP01082
TPCN03137,4-epi-2-Deacetyltinosinenoside D,'2095712-93-7',COc1cc(C=CC(=O)OC2CC(O)C(O)C3C2CCC2(O)C(=O)OC(c4ccoc4)CC32C)ccc1OC1OC(CO)C(O)C(O)C1O,Diterpenoids,17.3,8.4,4.9e-05,Stems,Menispermaceae,Tinospora sinensis,"J Nat Prod 80, 975-982 (2017).",10.1021/acs.jnatprod.6b00976,DP01083
TPCN03138,Tricalysiamide A,'938050-29-4',CC12CC=C3NC(=O)C=C3C1CCC13CC(CCC12)C(O)(CO)C3,Diterpenoids,17.1,8.4,4.9e-05,Woods,Rubiaceae,Tricalysia dubia,"J Nat Prod 70, 758-762 (2007).",10.1021/np0680681,DP01084
TPCN03139,Pieroside A,'75796-15-5',C=C1C2CCC3CC2(C=C3C)CC(O)C2(O)C1CC(OC1OC(CO)C(O)C(O)C1O)C2(C)C,Diterpenoids,37.0,17.8,4.8e-05,Leaves,Ericaceae,Pieris japonica,"Phytochemistry 171, 112234 (2020).",10.1016/j.phytochem.2019.112234,DP01085
TPCN03140,Scutebarbatines J,'1039359-55-1',CCOC1CC2CC(C3(C)C(C)CC(OC(=O)c4cccnc4)C4(COC(C)=O)C3CCCC43CO3)OC2O1,Diterpenoids,30.0,14.0,4.7e-05,Whole plants,Araliaceae,Scutellaria barbata,"Chem Pharm Bull (Tokyo) 56, 207-209 (2008).",10.1248/cpb.56.207,DP01086
TPCN03141,Majusimine B,'1097648-75-3',C=C1C2C(OC(=O)c3ccccc3)C3C4N(C)C5C(O)C3(C1OC(C)=O)C(C2OC(C)=O)C41C(OC(C)=O)C(OC(=O)c2ccccc2)C(OC(C)=O)C(C)(C=O)C51,Diterpenoids,6.0,2.8,4.7e-05,Whole plants,Ranunculaceae,Delphinium majus,"J Nat Prod 72, 18-23 (2009).",10.1021/np800439a,DP01087
TPCN03142,Puberumines C,'1379670-77-5',CCN1CC2(O)C(Cl)CC(O)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,Diterpenoids,8.5,4.0,4.7e-05,Roots,Ranunculaceae,Aconitum barbatum,"Org Lett 14, 2758-2761 (2012).",10.1021/ol3008217,DP01088
TPCN03143,Rhodomicranosides C,'2305254-41-3',C=C1C2CC(O)C(C)(C)C(=O)C2CC23CC(CCC12O)C(C)(OC1OC(CO)C(O)C(O)C1O)C3,Diterpenoids,30.1,14.2,4.7e-05,Leaves,Ericaceae,Rhododendron micranthum,"Phytochemistry 158, 1-12 (2019).",10.1016/j.phytochem.2018.10.017,DP01089
TPCN03144,Crokonoid A,'2694064-73-6',C=C1C(=O)C23C(=O)C(CC1C2O)C1(C)CCCC(C)(C)C1CC3O,Diterpenoids,13.0,6.0,4.6e-05,Aerial parts,Euphorbiaceae,Croton kongensis,"Org Lett 22, 929-933 (2020).",10.1021/acs.orglett.9b04484,DP01090
TPCN03145,Yuanhuapine,'104901-03-3',C=C(C)C12OC3(c4ccccc4)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)CC4C1(O3)C(C)C2OC(C)=O,Diterpenoids,9.3,4.2,4.5e-05,Buds,Thymelaeaceae,Daphne genkwa,"Nat Prod Res 29, 1878-1883 (2015).",10.1080/14786419.2015.1009459,DP01092
TPCN03146,Salvileucalin A,'1053241-84-1',C=C1C2=C(CCC13CC=CC1=C3COC1=O)C(=O)OC2c1ccoc1,Diterpenoids,18.66,8.0,4.3e-05,Aerial parts,Lamiaceae,Salvia leucantha,"Org Lett 10, 4429-4432 (2008).",10.1021/ol801620u,DP01093
TPCN03147,Rhodomicranosides E,'2305254-43-5',CC(O)(CO)CCCC1(C)C(=O)CCC23CC(CCC21)C(C)(OC1OC(CO)C(O)C(O)C1O)C3,Diterpenoids,30.1,12.8,4.3e-05,Leaves,Ericaceae,Rhododendron micranthum,"Phytochemistry 158, 1-12 (2019).",10.1016/j.phytochem.2018.10.017,DP01094
TPCN03148,15-O-benzoyl20-hydroxyjolkinol-5b-6b-oxide,'2373372-16-6',CC1CC2(OC(=O)c3ccccc3)C(=O)C(CO)=CC3C(CCC4OC4C2C1O)C3(C)C,Diterpenoids,16.7,7.2,4.3e-05,Roots,Euphorbiaceae,Euphorbia fischeriana,"Nat Prod Res, 1-9 (2019).",10.1080/14786419.2019.1607331,DP01095
TPCN03149,"Phorbol-13, 20-diacetate",'41621-85-6',CC(=O)OCC1=CC2C3C(C)(C)C3(OC(C)=O)C(O)C(C)C2(O)C2C=C(C)C(=O)C2(O)C1,Diterpenoids,16.7,7.1,4.3e-05,Roots,Euphorbiaceae,Euphorbia fischeriana,"Nat Prod Res, 1-9 (2019).",10.1080/14786419.2019.1607331,DP01096
TPCN03150,Sinomontanine G,'872977-65-6',CCN1CC23OC2CC(O)C24C3CC(O)(C12)C1(O)CC(OC)C2CC4C1(O)C2OC,Diterpenoids,10.25,4.4,4.3e-05,Whole plants,Ranunculaceae,Aconitum kirinense,"Fitoterapia 141, 104477 (2020).",10.1016/j.fitote.2020.104477,DP01097
TPCN03151,Iso-grayanotoxin II,'104459-10-1',CC1=C2CCC3C(O)C2(CC(O)C2(O)C1CC(O)C2(C)C)CC3(C)O,Diterpenoids,30.1,12.5,4.2e-05,Leaves,Ericaceae,Rhododendron micranthum,"Phytochemistry 158, 1-12 (2019).",10.1016/j.phytochem.2018.10.017,DP01098
